"","SampleID","Site","LitterOrigin","MicrobialOrigin","Replicate","Timepoint","Date","Collection","FullBag","EmptyBag","BagDiff","EmptyContainer","FullContainer","ContainerDiff","DNAWetWeight","HydrolyticWetWeight","OxidativeWetWeight","BactWetWeight","LitterWetWeight","LitterDryWeight","WetLitterPlusEnvWeight","EnvWeight","DryLitterPlusEnvWeight","HyphaeWetWeight","Sample","Type","Rep","DryToWet","Initial.Mass","Wet.Mass.Rem","Wet.Mass.Rem2","Mass.loss"
"326","4W03","2:Scrubland","Grassland","2:Scrubland",3,2,"10/25/16","10/24/16",19.66,7.25,12.41,50.29,62.56,12.27,NA,0.81,0.44,0.19,2.17,0.59,NA,1.07,1.66,0.22,"4W","W",3,0.271889400921659,5,12.27,12.41,33.2783410138249
"327","4W04","2:Scrubland","Grassland","2:Scrubland",4,2,"10/25/16","10/24/16",17.38,6.85,10.53,50.65,60.59,9.94,NA,0.81,0.39,0.21,2.08,0.63,NA,1.1,1.73,0.2,"4W","W",4,0.302884615384615,5,9.94,10.53,39.7865384615384
"328","5C01","5:Subalpine","Grassland","Sterile",1,2,"10/25/16","10/24/16",28.19,7.68,20.51,50.84,71.18,20.34,NA,NA,NA,0.22,2.61,0.36,NA,1.11,1.47,0.22,"5C","C",1,0.137931034482759,5,20.34,20.51,43.8896551724138
"329","5C02","5:Subalpine","Grassland","Sterile",2,2,"10/25/16","10/24/16",30.55,7.68,22.87,50.59,73.29,22.7,NA,NA,NA,0.18,2.57,0.3,NA,1.09,1.39,0.19,"5C","C",2,0.116731517509728,5,22.7,22.87,47.0038910505836
"330","5C03","5:Subalpine","Grassland","Sterile",3,2,"10/25/16","10/24/16",22.89,7.61,15.28,50.35,65.51,15.16,NA,NA,NA,0.19,2.39,0.44,NA,1.1,1.54,0.19,"5C","C",3,0.184100418410042,5,15.16,15.28,44.1807531380753
"331","5C04","5:Subalpine","Grassland","Sterile",4,2,"10/25/16","10/24/16",16.09,7.32,8.77,50.41,59.13,8.72,NA,NA,NA,0.21,2.61,0.94,NA,1.11,2.05,0.2,"5C","C",4,0.360153256704981,5,8.72000000000001,8.77,37.1892720306513
"332","5D01","5:Subalpine","Grassland","1:Desert",1,2,"10/25/16","10/24/16",30.7,8.18,22.52,50.64,72.62,21.98,NA,0.789,0.395,0.179,2.436,0.3,NA,1.09,1.39,0.194,"5D","D",1,0.123152709359606,5,21.98,22.52,45.8620689655172
"333","5D02","5:Subalpine","Grassland","1:Desert",2,2,"10/25/16","10/24/16",53.7107,7.9199,45.7908,50.33,65.95,15.62,NA,0.8197,0.4193,0.2128,1.2457,0.22,NA,1.07,1.29,0.2015,"5D","D",2,0.176607529902866,5,15.62,45.7908,44.8278076583447
"334","5D03","5:Subalpine","Grassland","1:Desert",3,2,"10/25/16","10/24/16",26.507,7.5703,18.9367,50.67,69.38,18.71,NA,0.7831,0.4183,0.2103,1.7086,0.28,NA,1.07,1.35,0.2121,"5D","D",3,0.163876858246518,5,18.71,18.9367,38.6772796441531
"335","5D04","5:Subalpine","Grassland","1:Desert",4,2,"10/25/16","10/24/16",15.07,7.38,7.69,50.96,59.63,8.67,NA,0.853,0.4367,0.2064,2.4822,0.86,NA,1.1,1.96,0.1973,"5D","D",4,0.346466843928773,5,8.67,7.69,39.9226492627508
"336","5G01","5:Subalpine","Grassland","3:Grassland",1,2,"10/25/16","10/24/16",23.0064,7.0904,15.916,50.71,66.42,15.71,NA,0.7752,0.3986,0.187,2.372,0.37,NA,1.1,1.47,0.262,"5G","G",1,0.155986509274874,5,15.71,15.916,50.9890387858347
"337","5G02","5:Subalpine","Grassland","3:Grassland",2,2,"10/25/16","10/24/16",16.8802,7.2585,9.6217,50.78,60.24,9.46,NA,0.7943,0.4033,0.1994,0.2522,0.08,NA,1.07,1.11,0.2165,"5G","G",2,0.317208564631245,5,9.46,9.6217,39.9841395717684
"338","5G03","5:Subalpine","Grassland","3:Grassland",3,2,"10/25/16","10/24/16",21.82,8.23,13.59,50.57,63.9,13.33,NA,0.8365,0.4084,0.2012,2.1267,0.56,NA,1.11,1.67,0.2027,"5G","G",3,0.263318756759298,5,13.33,13.59,29.799219447971
"339","5G04","5:Subalpine","Grassland","3:Grassland",4,2,"10/25/16","10/24/16",13.29,6.35,6.94,50.8,56.57,5.77,NA,0.8024,0.4046,0.1925,2.1169,1.38,NA,1.11,2.49,0.207,"5G","G",4,0.651896641315131,5,5.77,6.94,24.7711275922339
"340","5L01","5:Subalpine","Subalpine","In-situ",1,2,"10/25/16","10/24/16",9.17,4.82,4.35,47.96,52.11,4.15,NA,NA,NA,0.22,1.36,0.48,NA,1.12,1.6,0.18,"5L","L",1,0.352941176470588,2,4.15,4.35,26.764705882353
"341","5L02","5:Subalpine","Subalpine","In-situ",2,2,"10/25/16","10/24/16",9.32,4.87,4.45,48.09,52.33,4.24,NA,NA,NA,0.23,1.32,0.49,NA,1.09,1.58,0.18,"5L","L",2,0.371212121212121,2,4.23999999999999,4.45,21.3030303030304
"342","5L03","5:Subalpine","Subalpine","In-situ",3,2,"10/25/16","10/24/16",9.04,4.62,4.42,49.2,53.51,4.31,NA,NA,NA,0.19,1.65,0.57,NA,1.11,1.68,0.18,"5L","L",3,0.345454545454545,2,4.31,4.42,25.5545454545455
"343","5L04","5:Subalpine","Subalpine","In-situ",4,2,"10/25/16","10/24/16",8.78,4.58,4.2,48.59,52.58,3.99,NA,NA,NA,0.19,1.48,0.53,NA,1.1,1.63,0.19,"5L","L",4,0.358108108108108,2,3.98999999999999,4.2,28.5574324324325
"344","5N01","5:Subalpine","Subalpine","In-situ closed",1,2,"10/25/16","10/24/16",12.24,7.61,4.63,47.39,51.92,4.53,NA,0.405,0.208,0.2,2.05,0.72,NA,1.1,1.82,0.22,"5N","N",1,0.351219512195122,2,4.53,4.63,20.4487804878049
"345","5N02","5:Subalpine","Subalpine","In-situ closed",2,2,"10/25/16","10/24/16",13.2,7.67,5.53,48.86,54.11,5.25,NA,0.3929,0.2163,0.23,1.05,0.28,NA,1.09,1.37,0.2,"5N","N",2,0.266666666666667,2,5.25,5.53,30
"346","5N03","5:Subalpine","Subalpine","In-situ closed",3,2,"10/25/16","10/24/16",11.45,7.23,4.22,47.27,51.44,4.17,NA,0.418,0.234,0.19,1.74,0.67,NA,1.09,1.76,0.18,"5N","N",3,0.385057471264368,2,4.16999999999999,4.22,19.7155172413794
"347","5N04","5:Subalpine","Subalpine","In-situ closed",4,2,"10/25/16","10/24/16",10.37,7.11,3.26,47.95,51.22,3.27,NA,0.4009,0.2002,0.19,1.16,0.57,NA,1.13,1.7,0.19,"5N","N",4,0.491379310344828,2,3.27,3.26,19.6594827586208
"348","5P01","5:Subalpine","Grassland","4:Pine-Oak",1,2,"10/25/16","10/24/16",23.3337,7.523,15.8107,50.75,66.26,15.51,NA,0.7748,0.445,0.2181,1.2797,0.18,NA,1.09,1.27,0.2212,"5P","P",1,0.140657966710948,5,15.51,15.8107,56.367898726264
"349","5P02","5:Subalpine","Grassland","4:Pine-Oak",2,2,"10/25/16","10/24/16",27.7758,7.5689,20.2069,50.46,70.38,19.92,NA,0.846,0.4362,0.2161,1.4214,0.15,NA,1.08,1.23,0.2158,"5P","P",2,0.105529759392149,5,19.92,20.2069,57.956943858168
"350","5P03","5:Subalpine","Grassland","4:Pine-Oak",3,2,"10/25/16","10/24/16",24.8625,8.5703,16.2922,50.74,66.85,16.11,NA,0.8054,0.4135,0.1758,1.4285,0.26,NA,1.09,1.35,0.2632,"5P","P",3,0.182009100455023,5,16.11,16.2922,41.3566678333917
"351","5P04","5:Subalpine","Grassland","4:Pine-Oak",4,2,"10/25/16","10/24/16",14.7975,7.373,7.4245,50.96,58.15,7.19,NA,0.7728,0.412,0.2279,1.2217,0.49,NA,1.1,1.59,0.2077,"5P","P",4,0.401080461651797,5,7.19,7.4245,42.3246296144717
"352","5S01","5:Subalpine","Grassland","5:Subalpine",1,2,"10/25/16","10/24/16",23.9752,7.5045,16.4707,50.59,66.81,16.22,NA,0.8057,0.4326,0.2209,1.2465,0.18,NA,1.09,1.27,0.1924,"5S","S",1,0.144404332129964,5,16.22,16.4707,53.1552346570397
"353","5S02","5:Subalpine","Grassland","5:Subalpine",2,2,"10/25/16","10/24/16",22.0175,7.4295,14.588,50.34,65.84,15.5,NA,0.8632,0.4004,0.2205,1.3589,0.22,NA,1.1,1.32,0.1909,"5S","S",2,0.161895650894106,5,15.5,14.588,49.8123482228273
"354","5S03","5:Subalpine","Grassland","5:Subalpine",3,2,"10/25/16","10/24/16",17.2709,6.8935,10.3774,50.71,61.46,10.75,NA,0.7958,0.3991,0.194,0.2314,0.08,NA,1.09,1.11,0.2102,"5S","S",3,0.345721694036301,5,10.75,10.3774,25.6698357821953
"355","5S04","5:Subalpine","Grassland","5:Subalpine",4,2,"10/25/16","10/24/16",13.9757,6.34,7.6357,50.26,56.77,6.51,NA,0.8838,0.463,0.209,2.4844,1.1,NA,1.07,2.17,0.1986,"5S","S",4,0.442762840122364,5,6.51000000000001,7.6357,42.3522782160682
"356","5W01","5:Subalpine","Grassland","2:Scrubland",1,2,"10/25/16","10/24/16",25.2432,8.5342,16.709,50.62,67.13,16.51,NA,0.8504,0.4315,0.2304,2.3136,0.37,NA,1.07,1.44,0.1856,"5W","W",1,0.159923928077455,5,16.51,16.709,47.1931189488243
"357","5W02","5:Subalpine","Grassland","2:Scrubland",2,2,"10/25/16","10/24/16",24.6652,7.4708,17.1944,50.6,67.55,16.95,NA,0.8484,0.4254,0.2152,1.3577,0.19,NA,1.11,1.3,0.1805,"5W","W",2,0.139942549900567,5,16.95,17.1944,52.5594755837077
"358","5W03","5:Subalpine","Grassland","2:Scrubland",3,2,"10/25/16","10/24/16",26.5223,7.5365,18.9858,50.58,69.28,18.7,NA,0.8783,0.3951,0.2078,1.1626,0.18,NA,1.09,1.27,0.1908,"5W","W",3,0.154825391364184,5,18.7,18.9858,42.0953036297953
"359","5W04","5:Subalpine","Grassland","2:Scrubland",4,2,"10/25/16","10/24/16",13.267,7.2766,5.9904,50.56,56.45,5.89,NA,0.8058,0.394,0.2254,1.0796,0.58,NA,1.09,1.67,0.2121,"5W","W",4,0.537236013338273,5,5.89,5.9904,36.7135976287514
